Id,category,text
36,dessert,"""RecipeName"": ""Baby's Bib Cake"",
""Ingredients"": [
""box Betty Crocker™ Super Moist™ cake mix (any flavor)"",
""Water, vegetable oil and eggs called for on cake mix box"",
""containers Betty Crocker™ Rich & Creamy vanilla frosting"",
""Red food color"",
""Blue food color""
],
""PrepMethods"": [
""Heat oven to 350°F (325°F for dark or nonstick pans). Make, bake and cool cake as directed on box for two 8-inch or 9-inch rounds."",
""Reserve 1 cup frosting for decorating. Place 1 cake layer, rounded side down, on serving plate. Spread with about 1/3 cup frosting. Place other layer, rounded side up, on top. Frost side and top of cake with remaining frosting. Make vertical lines on side of cake with decorating comb or tines of fork if desired."",
""Tint 2/3 cup of the reserved frosting pink with 1 or 2 drops red food color. Place pink frosting in decorating bag with small writing tip #2. Pipe 2 circles around outer top edge of cake, about 1 inch apart, leaving 3-inch opening at top. Make loop design within circles."",
""Tint remaining 1/3 cup frosting blue with 1 or 2 drops blue food color. Place blue frosting in decorating bag with writing tip #5; pipe outer border of bib. Pipe inner opening of bib about 3 inches in diameter; join circles with tie at top. Make small bows on bib and write desired message in bib opening. Pipe dots between bows with remaining pink frosting if desired. Store loosely covered.""
]
"
37,dessert,"""RecipeName"": ""Baby's Booties"",
""Ingredients"": [
""box Betty Crocker™ Super Moist™ cake mix (any flavor)"",
""Water, vegetable oil and eggs called for on cake mix box"",
""containers Betty Crocker™ Rich & Creamy or Whipped vanilla frosting"",
""Miniature marshmallows"",
""Large gumdrops""
],
""PrepMethods"": [
""Heat oven to 350°F (325°F for dark or nonstick pans). Place paper baking cup in each of 24 regular-size muffin cups. Make and bake cake mix as directed on box for 24 cupcakes. Cool in pans 10 minutes; remove from pans to cooling rack. Cool completely, about 30 minutes."",
""Remove paper baking cups. Place 2 cupcakes upside down on separate plates. Cut small piece off side of a third cupcake to make a flat surface. Cut third cupcake horizontally in half. Place one half with cut side against cupcake on plate as shown in diagram. Place other half against second cupcake. Repeat with remaining cupcakes."",
""Frost cupcake booties, attaching toe piece to cupcake with frosting. Decorate booties with marshmallows and bow shapes cut from gumdrops rolled with a rolling pin.  Store loosely covered.""
]
"
38,appetizer,"""RecipeName"": ""Bacon and Sun-Dried Tomato Ranch Dip"",
""Ingredients"": [
""cup sour cream"",
""cup ranch dressing"",
""cup finely chopped sun-dried tomatoes in oil and herbs"",
""slices bacon, crisply cooked and finely chopped"",
""Assorted raw vegetables""
],
""PrepMethods"": [
""Mix all ingredients except fresh vegetables in medium bowl with spoon."",
""Serve dip with vegetables.""
]
"
39,appetizer,"""RecipeName"": ""Baked Buffalo Wings"",
""Ingredients"": [
""lb chicken wing drummettes (about 24)"",
""tablespoons honey"",
""tablespoons ketchup"",
""tablespoons red pepper sauce"",
""tablespoon Worcestershire sauce"",
""Paprika"",
""Celery sticks, if desired"",
""cup reduced-fat cottage cheese"",
""teaspoon white wine vinegar"",
""tablespoons milk"",
""tablespoon crumbled blue cheese"",
""teaspoon white pepper"",
""clove garlic, finely chopped""
],
""PrepMethods"": [
""Heat oven to 350°F. Line 15x10x1-inch pan with foil. Remove skin from chicken. "",
""In resealable food-storage plastic bag, mix honey, ketchup, pepper sauce and Worcestershire sauce. Add chicken. Seal bag; refrigerate at least 15 minutes but no longer than 24 hours, turning occasionally. "",
""Place chicken in pan; sprinkle with paprika. Bake uncovered about 30 minutes or until crisp and juice of chicken is no longer pink when centers of thickest pieces are cut. "",
""Meanwhile, in blender or food processor, place cottage cheese, vinegar, milk, half of the blue cheese, the white pepper and garlic. Cover and blend on low speed until smooth and creamy. Spoon into serving dish. Stir in remaining blue cheese. Cover; refrigerate until serving. Serve chicken wings with sauce and celery sticks.""
]
"
40,snack,"""RecipeName"": ""Baked Butternut Squash Fries"",
""Ingredients"": [
""large butternut squash, peeled, seeded"",
""Salt and pepper to taste""
],
""PrepMethods"": [
""Heat oven to 425°F. Line cookie sheet with cooking parchment paper and spray paper with cooking spray, or line with silicone baking mat."",
""Cut squash widthwise into 1-inch slices. Cut slices into thin strips to look like French fries; place on cookie sheet. Sprinkle with salt and pepper."",
""Bake about 50 minutes, turning over halfway through baking, until fries are deep golden brown and mostly crispy. Serve warm.""
]
"
41,appetizer,"""RecipeName"": ""Baked Chicken Wings"",
""Ingredients"": [
""pounds chicken drummettes (24)"",
""tablespoons honey"",
""tablespoons ketchup"",
""tablespoon red pepper sauce"",
""tablespoon Worcestershire sauce"",
""Paprika"",
""cup ranch dressing""
],
""PrepMethods"": [
""Heat oven to 350°F. Line jelly roll pan, 15 1/2x10 1/2x1 inch, with aluminum foil. Remove skin from chicken. "",
""Mix honey, ketchup, pepper sauce and Worcestershire sauce in resealable plastic bag. Add chicken. Seal bag and refrigerate, turning occasionally, at least 15 minutes but no longer than 24 hours. "",
""Place chicken in pan; sprinkle with paprika. Bake uncovered about 30 minutes or until crisp and juice of chicken is no longer pink when centers of thickest pieces are cut. Serve with dressing. ""
]
"
42,dessert,"""RecipeName"": ""Banana Split Cake"",
""Ingredients"": [
""box Betty Crocker™ Super Moist™ white cake mix"",
""Water, vegetable oil and whole eggs called for on cake mix box"",
""cup mashed bananas (2 medium)"",
""cup miniature semisweet chocolate chips"",
""container Betty Crocker™ Rich & Creamy chocolate frosting"",
""Banana slices"",
""Whipped topping"",
""Betty Crocker™ rainbow mix decorating decors"",
""Cherries""
],
""PrepMethods"": [
""Heat oven to 350°F (325°F for dark or nonstick pan). Grease bottom only of 13x9-inch pan. In large bowl, beat cake mix, water, oil, whole eggs and mashed bananas with electric mixer on low speed 30 seconds, then on medium speed 2 minutes, scraping bowl occasionally. Stir in chocolate chips. Pour into pan."",
""Bake 38 to 42 minutes or until toothpick inserted in center comes out clean. Cool 15 minutes."",
""In small microwavable bowl, microwave frosting uncovered on High 20 seconds; stir. Microwave 5 to 10 seconds longer or until very soft and smooth; spread evenly over cake. Garnish as desired. Store loosely covered.""
]
"
43,dessert,"""RecipeName"": ""Banana-Coconut Cream Dessert"",
""Ingredients"": [
""cups Original Bisquick™ mix"",
""tablespoons sugar"",
""cup firm butter or margarine"",
""package (4-serving size) vanilla instant pudding and pie filling mix"",
""cups milk"",
""medium bananas, sliced"",
""cups whipped cream"",
""cup toasted shredded coconut""
],
""PrepMethods"": [
""Heat oven to 375°F. Mix Bisquick mix and sugar in medium bowl. Cut in butter, using pastry blender or crisscrossing 2 knives, until crumbly. Press in bottom of ungreased square pan, 9x9x2 inches."",
""Bake about 15 minutes or until light brown. Cool completely, about 30 minutes."",
""Make pudding mix as directed on package for pudding, using 1 3/4 cups milk; spread over crust. Top with banana slices. Spread whipped cream over top. Sprinkle with coconut. Cover and refrigerate at least 1 hour but no longer than 24 hours.""
]
"
44,dessert,"""RecipeName"": ""Banana-Coffee Caramel-Filled Cupcakes"",
""Ingredients"": [
""teaspoons instant coffee granules or crystals"",
""tablespoon boiling water"",
""cups Gold Medal™ all-purpose flour"",
""teaspoon baking soda"",
""teaspoon salt"",
""cup unsalted butter, softened"",
""cups granulated sugar"",
""medium ripe bananas, mashed (1 1/2 cups)"",
""teaspoon vanilla"",
""eggs"",
""cup sour cream"",
""cup granulated sugar"",
""tablespoons water"",
""cup unsalted butter, softened"",
""cup whipping cream"",
""teaspoon vanilla"",
""teaspoon salt"",
""cup milk"",
""tablespoons plus 1 teaspoon instant coffee granules or crystals"",
""cup unsalted butter, softened"",
""cups powdered sugar"",
""cup whipping cream, whipped"",
""Chocolate-covered coffee beans, if desired""
],
""PrepMethods"": [
""Heat oven to 350°F. Place paper baking cup in each of 22 regular-size muffin cups. In small bowl, dissolve 2 teaspoons coffee granules in 1 tablespoon boiling water; set aside to cool. In another small bowl, mix flour, baking soda and 1/2 teaspoon salt; set aside."",
""In large bowl, beat 1/2 cup butter and 1 1/2 cups granulated sugar with electric mixer on high speed about 2 minutes. Beat in mashed bananas and 1 teaspoon vanilla. Beat 30 seconds. Add eggs; beat on high speed 1 minute, scraping sides of bowl frequently. On low speed, add flour mixture, about one-third at a time, and sour cream, about half at a time, beating just until combined. Stir in cooled coffee mixture. "",
""Divide batter evenly among muffin cups, filling each with about 3 tablespoons batter or until about two-thirds full."",
""Bake 22 to 25 minutes or until toothpick inserted in center comes out clean. Cool 5 minutes. Remove cupcakes from pans; place on cooling racks. Cool completely, about 30 minutes."",
""Meanwhile, in 1-quart heavy saucepan, heat 1/2 cup granulated sugar and 2 tablespoons water over medium heat, swirling saucepan until sugar is dissolved. Increase heat to high; cover and boil 2 minutes. Uncover; continue boiling until sugar is dark amber in color. Remove from heat. Beat in 1/4 cup butter with whisk until smooth. Beat in 1/4 cup whipping cream. When cream is thoroughly mixed in, beat in 1 teaspoon vanilla and 1/8 teaspoon salt with whisk. Cool completely, about 30 minutes."",
""In small microwavable bowl, microwave milk on High 40 seconds or just until it begins to boil. Stir in 2 tablespoons plus 1 teaspoon coffee granules until dissolved; set aside to cool. In medium bowl, beat 1/2 cup butter and 1/2 cup of the powdered sugar with electric mixer on low speed until blended. Gradually beat in remaining 3 1/4 cups powdered sugar. Add half of the milk mixture; beat on high speed. Add remaining milk mixture, beating until smooth."",
""Using melon baller, scoop out center of each cupcake, scooping almost to bottom of cupcake. Spoon 1 generous teaspoon caramel filling into each hole. Reserve remaining caramel filling for garnish."",
""Frost cupcakes with coffee frosting. Top with whipped cream; drizzle with reserved caramel filling. Garnish with coffee beans.""
]
"
45,dessert,"""RecipeName"": ""Banana-Nut Splits"",
""Ingredients"": [
""package Betty Crocker™ banana nut muffin mix"",
""cup water"",
""tablespoons vegetable oil"",
""egg"",
""Ice cream"",
""bananas"",
""Ice-cream topping"",
""Sweetened whipped cream"",
""Maraschino cherry, if desired""
],
""PrepMethods"": [
""""""
Heat oven to 425°F. Place paper baking cups in 12 regular-size muffin cups, or grease bottoms only of muffin cups. 

"""""",
""Stir muffin mix, water, oil and egg in medium bowl just until blended. Divide batter evenly among muffin cups. "",
""Bake 15 to 20 minutes or until golden brown; cool."",
""For each serving, cut 1 muffin in half and place on dessert plate. Top with 1 scoop ice cream. Cut banana crosswise in half; cut each half lengthwise in half. Arrange banana around ice cream. Spoon topping over ice cream and banana. Garnish with whipped cream and a cherry. ""
]
"
46,appetizer,"""RecipeName"": ""Banderillas"",
""Ingredients"": [
""asparagus spears, each cut into 6 (1-inch) pieces"",
""cup water"",
""frilled toothpicks or cocktail-size skewers"",
""cooked deveined peeled tiny shrimp (about 90 count per lb), tails removed"",
""small pieces (1x1/2 inch each) fully cooked smoked ham"",
""pitted green Spanish olives"",
""cup olive or vegetable oil"",
""cloves garlic, sliced"",
""cup finely chopped fresh parsley"",
""cup finely chopped dill pickle""
],
""PrepMethods"": [
""In 1-quart microwavable bowl, place asparagus and add water. Cover with plastic wrap, folding back one edge 1/4 inch to vent steam. Microwave on High about 2 minutes or until asparagus is just tender and can be pierced with a fork; drain. Immediately rinse with cold water; drain."",
""On each toothpick, skewer 1 shrimp, 1 asparagus piece, 1 ham piece and 1 olive."",
""In small microwavable bowl, place 1 tablespoon of the oil and the garlic. Microwave uncovered on High 30 to 60 seconds or until garlic is softened. In food processor or blender, place parsley, cooked garlic in oil, pickle and remaining 3 tablespoons oil; cover and process about 1 minute or until mixture is smooth. Serve banderillas with sauce.""
]
"
47,appetizer,"""RecipeName"": ""Barbecued Chicken Nachos"",
""Ingredients"": [
""cups corn tortilla chips"",
""cups cut-up cooked chicken"",
""cups barbecue sauce"",
""cans (15 ounces each) chili beans in sauce, undrained"",
""cans (2 1/4 ounces each) sliced ripe olives, drained"",
""large tomatoes, chopped (2 cups)"",
""cups shredded Colby-Monterey Jack cheese (24 ounces)""
],
""PrepMethods"": [
""Heat coals or gas grill for direct heat. Spray two 30x18-inch pieces of heavy-duty aluminum foil with cooking spray."",
""Spread tortilla chips on centers of foil pieces. Mix chicken and barbecue sauce. Spoon chili beans, chicken mixture, olives, tomatoes and cheese on chips."",
""Wrap foil securely around tortilla chips. Cover and grill foil packets, seam sides up, 4 to 6 inches from medium heat 8 to 10 minutes or until cheese is melted.""
]
"
48,condiment,"""RecipeName"": ""Basil and Parsley Pesto"",
""Ingredients"": [
""cup olive oil"",
""cloves garlic"",
""cup pine nuts"",
""cup fresh basil leaves"",
""cup fresh Italian parsley"",
""cup grated Parmesan cheese"",
""tablespoon grated lemon peel""
],
""PrepMethods"": [
""In food processor, process oil, garlic and pine nuts until pureed. While processor is running, add basil and parsley a little at a time. Add cheese and lemon peel; process until smooth but slightly textured.""
]
"
